source,startupName,ICB_industry,ICB_sector,startupClassification,foundedDate,Repition,investorName,Age,Investor City,Domestic Investor,1,2,linkedinURL,Education (Field),Education 2 (Field),Education (place),Education 2 (place),Professional Experience,Sector,"Match (city) (718/2783,0.282 with dom & no blank)","Match (city) (718/2454,0.257 with dom & no blank)",Region,"Match (region)(455/1273),.357","Match(region)(455/1397),0.325",State,"Match (210/1273),0.17, (210/1397),0.15",State/Region,"Match (304/1273),0.24 (304/1397),0.217",Age,Sector,investorType,Investor Nationality Domestic / Foreign / Angel),Deal Investment Amount ( $ M),dealInvestmentAmount,"Deal Investment Amount ( INR M)
{ In Base Year Amount }",Round Investment Amount ($ M),roundInvestmentAmount,"Round Investment Amount (INR M)
{ In Base Year Amount }",investmentStage,stageClassification,roundDate,Closing Date of Investment,Percentage Equity Stake by the Investor,Percentage Equity Stake in the round,Equity Valuation ($ M),equityValuation,"Equity Valuation (INR M)  
{ In Base Year Amount }",city,Region,state,State (n),companyWebsite,Financial Year,Revenue Multiple,EBITDA Multiple,PAT Multiple,Share Capital ($ M),Share Capital (INR M),"Share Capital (INR M) 
{ In Base Year Amount }",Reserves ($ M),Reserves (INR M),"Reserves (INR M)  
{ In Base Year Amount }",Shareholders Funds ($ M),Shareholders Funds (INR M),"Shareholders Funds (INR M)  
{ In Base Year Amount }",Long Term Debt ($ M),Long Term Debt (INR M),"Long Term Debt (INR M)  
{ In Base Year Amount }",Short Term Debt ($ M),Short Term Debt (INR M),"Short Term Debt (INR M)  
{ In Base Year Amount }",Current Liabilities ($ M),Current Liabilities (INR M),"Current Liabilities (INR M)  
{ In Base Year Amount }",Equity and Liabilities ($ M),Equity and Liabilities (INR M),"Equity and Liabilities (INR M)  
{ In Base Year Amount }",Fixed Assets ($ M),Fixed Assets (INR M),"Fixed Assets (INR M)  
{ In Base Year Amount }",Current Investments ($ M),Current Investments (INR M),"Current Investments (INR M)  
{ In Base Year Amount }",Inventories ($ M),Inventories (INR M),"Inventories (INR M)  
{ In Base Year Amount }",Receivables ($ M),Receivables (INR M),"Receivables (INR M)  
{ In Base Year Amount }",Cash and Bank Balances ($ M),Cash and Bank Balances (INR M),"Cash and Bank Balances (INR M)  
{ In Base Year Amount }",Loans and Advances ($ M),Loans and Advances (INR M),"Loans and Advances (INR M)  
{ In Base Year Amount }",Other Current Assets ($ M),Other Current Assets (INR M),"Other Current Assets (INR M)  
{ In Base Year Amount }",Total Assets ($ M),Total Assets (INR M),"Total Assets (INR M)  
{ In Base Year Amount }",Total Reserves ($ M),Total Reserves (INR M),"Total Reserves (INR M)  
{ In Base Year Amount }",Gross Profit ($ M),Gross Profit (INR M),"Gross Profit (INR M)  
{ In Base Year Amount }",EBITDA ($ M),EBITDA (INR M),"EBITDA (INR M)  
{ In Base Year Amount }",Depreciation ($ M),Depreciation (INR M),"Depreciation (INR M)  
{ In Base Year Amount }",EBITA ($ M),EBITA (INR M),"EBITA (INR M)  
{ In Base Year Amount }",EBIT ($ M),EBIT (INR M),"EBIT (INR M)  
{ In Base Year Amount }",Finance Costs ($ M),Finance Costs (INR M),"Finance Costs (INR M)  
{ In Base Year Amount }",PBT ($ M),PBT (INR M),"PBT (INR M)  
{ In Base Year Amount }",Tax ($ M),Tax (INR M),"Tax (INR M)  
{ In Base Year Amount }",PAT ($ M),PAT (INR M),"PAT (INR M)  
{ In Base Year Amount }",EV / Total Income ($ M),EV / Total Income (INR M),"EV / Total Income (INR M)  
{ In Base Year Amount }",EV / EBITDA ($ M),EV / EBITDA (INR M),"EV / EBITDA (INR M)  
{ In Base Year Amount }",EV / EBIT ($ M),EV / EBIT (INR M),"EV / EBIT (INR M)  
{ In Base Year Amount }",EV / Total Assets ($ M),EV / Total Assets (INR M),"EV / Total Assets (INR M)  
{ In Base Year Amount }",EV / Profit Before Tax ($ M),EV / Profit Before Tax (INR M),"EV / Profit Before Tax (INR M)  
{ In Base Year Amount }",EV / Profit After Tax ($ M),EV / Profit After Tax (INR M),"EV / Profit After Tax (INR M)  
{ In Base Year Amount }",Implied Enterprise Value ($ mn),Implied Enterprise Value (INR mn),"Implied Enterprise Value (INR mn)  
{ In Base Year Amount }",Rep,Concatenate,double,con,double2,diff.year,Time Interval,CPI,repe,Concatenate_startup,,,Base Year,Base Year CPI
VCC,Emvito Technologies Pvt. Ltd.,Technology,Software & Computer Services,Software and Internet Services,2013,2,Brij Bhushan,,,,,,https://in.linkedin.com/in/brijbhushan1,https://in.linkedin.com/in/brijbhushan1,,,,,,,,,,,,,,,,,Angel,Angel,0.04125,2.51738628,2.387740887,0.33,20.13909024,19.10192709,Seed,Pre-Seed,3/31/2014,3/31/2014, , ,,,,Bengaluru,Bengaluru,,,http://www.spoonjoy.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,8,Emvito Technologies Pvt. Ltd.Brij Bhushan20.1390902415254,1,Emvito Technologies Pvt. Ltd.Brij Bhushan20.139090241525441729,1,452,452,452,,,,,,
VCC,Glow Prime Technologies Pvt. Ltd.,Technology,Software & Computer Services,Software and Internet Services,2015,2,Brij Bhushan,,,,,,https://in.linkedin.com/in/brijbhushan1,https://in.linkedin.com/in/brijbhushan1,,,,,,,,,,,,,,,,,Angel,Angel,,,,0.12,7.698297909,7.698297909,Seed,Pre-Seed,6/26/2015,6/26/2015, ,11.32075472,1.06,68.00163153,68.00163153,Bengaluru,Bengaluru,,,http://www.stayglad.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,5,Glow Prime Technologies Pvt. Ltd.Brij Bhushan7.69829790871369,1,Glow Prime Technologies Pvt. Ltd.Brij Bhushan7.6982979087136942181,1,-133,,,,,,,,
Deal Curry,Outletwise Retail Private Limited,Technology,Software & Computer Services,Internet marketplace and eCommerce,,2,BS Nagesh,,,,,,http://www.indiainfoline.com/article/news-sector-others/mr-b-s-nagesh-managing-director-and-ceo-shoppers-stop-ltd-113111400177_1.html,http://www.indiainfoline.com/article/news-sector-others/mr-b-s-nagesh-managing-director-and-ceo-shoppers-stop-ltd-113111400177_1.html,,,,,,,,,,,,,,,,,Angel,Angel,0.333333333,21.38416086,21.38416086,1,64.15248257,64.15248257,Seed,Seed,2/13/2015,, , ,,,,Mumbai,Mumbai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Outletwise Retail Private LimitedBS Nagesh64.1524825726141,1,Outletwise Retail Private LimitedBS Nagesh64.152482572614142048,1,0,0,0,,,,,,
TrakIn,20Dresses,Consumer services,Retail,Internet marketplace and eCommerce,,2,BS Nagesh,,,,,,http://www.indiainfoline.com/article/news-sector-others/mr-b-s-nagesh-managing-director-and-ceo-shoppers-stop-ltd-113111400177_1.html,http://www.indiainfoline.com/article/news-sector-others/mr-b-s-nagesh-managing-director-and-ceo-shoppers-stop-ltd-113111400177_1.html,,,,,,,,,,,,,,,,,Angel,Angel,0.333333333,21.38416086,21.38416086,1,64.15248257,64.15248257,Seed Funding,Seed,2/13/2015,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,20DressesBS Nagesh64.1524825726141,1,20DressesBS Nagesh64.152482572614142048,1,127,,,,,,,,
TrakIn,Tracxn,Financials,Financial Services,Fin-Tech and Payments,,1,Bunny Bansal,,,,,,https://india-startups-funding-2015.silk.co/explore/table/collection/investment/column/investor/pin/filter/equals/investor/Bunny%20Bansal%20%26%20other%20investors,https://india-startups-funding-2015.silk.co/explore/table/collection/investment/column/investor/pin/filter/equals/investor/Bunny%20Bansal%20%26%20other%20investors,,,,,,,,,,,,,,,,,Angel,Angel,,,,10,641.5248257,641.5248257,Private Equity,Series C or Higher,6/20/2015,, ,,,,,Bengaluru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TracxnBunny Bansal641.524825726141,1,TracxnBunny Bansal641.52482572614142175,1,55,,,,,,,,
VCC,Instavans Logistics Pvt. Ltd.,Industrials,Industrial goods and services,Hyperlocal and Logistics,2015,1,Butchi Sanyasi Raju Grandhi,,,,,,http://shareboss.in/Cent/portfolios/Grandhi-Butchi-Sanyasi-Raju-Holdings/follow,http://shareboss.in/Cent/portfolios/Grandhi-Butchi-Sanyasi-Raju-Holdings/follow,,,,,,,,,,,,,,,,,Angel,Angel,0.41,26.30251785,26.30251785,1.64,105.2100714,105.2100714,Seed,Seed,8/14/2015,8/14/2015,4.011741683,16.04,10.22,655.6383719,655.6383719,Bengaluru,Bengaluru,,,http://www.instavans.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,4,Instavans Logistics Pvt. Ltd.Butchi Sanyasi Raju Grandhi105.210071419087,1,Instavans Logistics Pvt. Ltd.Butchi Sanyasi Raju Grandhi105.21007141908742230,1,-233,,,,,,,,
Deal Curry,GenY Medium Private Limited,Consumer services,Media,"Media, Advertising and Gaming",,1,Bvr Mohan Reddy,,,,,,https://en.wikipedia.org/wiki/B._V._R._Mohan_Reddy,https://en.wikipedia.org/wiki/B._V._R._Mohan_Reddy,,,,,,,,,,,,,,,,,Angel,Angel,,,,,,,Seed,,12/24/2014,, , ,,,,Hyderabad,Hyderabad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,GenY Medium Private LimitedBvr Mohan Reddy,1,GenY Medium Private LimitedBvr Mohan Reddy41997,1,-1306,,,,,,,,
VCC,EnNatura Technology Ventures Pvt. Ltd.,Industrials,Industrial goods and services,Others,2006,1,Carl Barrelet,,,,,,https://www.linkedin.com/in/carlbarrelet,https://www.linkedin.com/in/carlbarrelet,,,,,,,,,,,,,,,,,Angel,Angel,,,,0.09,4.2004386,3.149580927,Seed,Pre-Seed,5/28/2011,11/29/2011, ,30,0.3,14.001462,10.49860309,Delhi,NCR,,,http://www.ennatura.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051327434,2.395530372,1.796221177,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,5.65,263.694201,197.7236915,,,, ,,,1.75,81.675195,61.24185135,,,,,,,0.29,13.5347466,10.14864965,2,EnNatura Technology Ventures Pvt. Ltd.Carl Barrelet4.2004386,1,EnNatura Technology Ventures Pvt. Ltd.Carl Barrelet4.200438640691,1,1031,,,,,,,,
VCC,Outletwise Retail Pvt. Ltd.,Consumer services,Retail ,Internet Marketplace and eCommerce,2012,1,Chaitanya Deshpande,,,,,,https://in.linkedin.com/in/chaitanya-deshpande-6600743,https://in.linkedin.com/in/chaitanya-deshpande-6600743,,,,,,,,,,,,,,,,,Angel,Angel,0.02,1.220550924,1.157692551,0.16,9.76440739,9.261540409,Seed,Pre-Seed,3/24/2014,3/24/2014,1.587301587,12.6984127,1.26,76.89470819,72.93463072,Mumbai,Mumbai,,,http://www.20dresses.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.089675961,5.47270384,5.190859593,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,13.27,809.8355379,768.1290077,,,,,,,6.62,404.0023558,383.1962344,,,,,,,1.19,72.62277996,68.88270679,8,Outletwise Retail Pvt. Ltd.Chaitanya Deshpande9.7644073898305,1,Outletwise Retail Pvt. Ltd.Chaitanya Deshpande9.764407389830541722,1,-502,,,,,,,,
Deal Curry,Ezetap Mobile Solutions Private Limited,Technology,Software & Computer Services,Software and Internet Services,2011,1,Chamath Palihapitiya,,,,,,Palo alto,Palo alto,,,,,,,,,,,,,,,,,Angel,Angel,0.8675,46.40643896,38.18900289,3.47,185.6257558,152.7560116,Series A,Series A,11-07-2012,, , ,,,,Bengaluru,,,,,2013,,,,0.014143709,0.75661,0.622633025,0.218615092,11.694695,9.623852878,0.232758801,12.451305,10.2464859,,,,,,,0.251979896,13.479527,11.09263514,0.495740623,26.519374,21.82344677,0.056346794,3.014241,2.480493243,,,,0.017922531,0.958756,0.788983953,0.070485026,3.770558,3.102885151,0.221390052,11.84314,9.746011929,0.054609661,2.921314,2.404021323,0.049189454,2.631363,2.165413496,0.495740585,26.519372,21.82344512,0.072160078,3.860164,3.176624138,,,,,,,0.008066257,0.4315,0.35509199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Ezetap Mobile Solutions Private LimitedChamath Palihapitiya185.625755838843,1,Ezetap Mobile Solutions Private LimitedChamath Palihapitiya185.62575583884341220,1,1321,,,,,,,,
VCC,Cyclops Medtech Pvt. Ltd.,Healthcare,Healthcare,Health-Tech,2015,1,Chandanmal Pukhraj Bothra,,,,,,http://www.deccanchronicle.com/lifestyle/health-and-wellbeing/220816/old-but-not-abandoned-trust-keeps-them-healthy.html,http://www.deccanchronicle.com/lifestyle/health-and-wellbeing/220816/old-but-not-abandoned-trust-keeps-them-healthy.html,,,,,,,,,,,,,,,,,Angel,Angel,0.1,6.72257016,7.044885168,0.1,6.72257016,7.044885168,Seed,Pre-Seed,6/20/2016,6/20/2016, , ,,,,Bengaluru,Bengaluru,,,http://www.cyclopsmedtech.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,1,Cyclops Medtech Pvt. Ltd.Chandanmal Pukhraj Bothra6.72257016,1,Cyclops Medtech Pvt. Ltd.Chandanmal Pukhraj Bothra6.7225701642541,1,-341,,,,,,,,
VCC,Fusion Microfinance Pvt. Ltd.,Financials,Financial services,Fin-Tech and Payments,1994,1,Chander Parkash Bhardwaj,,,,,,http://www.vccircle.com/news/micro-finance/2015/07/15/promoters-infrastructure-advisors-buy-65-stake-fusion-microfinance,http://www.vccircle.com/news/micro-finance/2015/07/15/promoters-infrastructure-advisors-buy-65-stake-fusion-microfinance,,,,,,,,,,,,,,,,,Angel,Angel,,,,,,,Venture Capital,,7/15/2015,7/15/2015, , ,,,,Delhi,NCR,,,http://www.fusionmicrofinance.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,2,Fusion Microfinance Pvt. Ltd.Chander Parkash Bhardwaj,1,Fusion Microfinance Pvt. Ltd.Chander Parkash Bhardwaj42200,1,-64,,,,,,,,
TrakIn,Plancess,Consumer services,Retail,Edu-Tech,,2,Chandrakant Gogri,,,,,,http://www.aartigroup.com/CompanyProfile/Management_Team.aspx,http://www.aartigroup.com/CompanyProfile/Management_Team.aspx,,,,,,,,,,,,,,,,,Angel,Angel,1,64.15248257,64.15248257,2,128.3049651,128.3049651,Seed Funding,Seed,05-12-2015,, ,,,,,Mumbai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,PlancessChandrakant Gogri128.304965145228,1,PlancessChandrakant Gogri128.30496514522842136,1,0,0,0,,,,,,
VCC,Plancess EduSolutions Pvt. Ltd.,Consumer services,Retail ,Edu-Tech,2011,2,Chandrakant Gogri,,,,,,http://www.aartigroup.com/CompanyProfile/Management_Team.aspx,http://www.aartigroup.com/CompanyProfile/Management_Team.aspx,,,,,,,,,,,,,,,,,Angel,Angel,1,64.15248257,64.15248257,2,128.3049651,128.3049651,Seed,Seed,05-12-2015,05-12-2015, ,61.45833333,,,,Mumbai,Mumbai,,,http://www.plancessjee.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,2,Plancess EduSolutions Pvt. Ltd.Chandrakant Gogri128.304965145228,1,Plancess EduSolutions Pvt. Ltd.Chandrakant Gogri128.30496514522842136,1,-1250,,,,,,,,
VCC,Green India Building Systems and Services Pvt. Ltd.,Industrials,Industrial goods and services,Consumer Products and Services,2005,1,Chandrakiran Mallarapu,,,,,,https://in.linkedin.com/in/kiran11,https://in.linkedin.com/in/kiran11,,,,,,,,,,,,,,,,,Angel,Angel,,,,1.01,47.1382554,35.34529707,Seed,Seed,12-09-2011,5/29/2015, ,6.666666667,2.62,122.2794348,91.68780031,Mumbai,Mumbai,,,http://www.gibss.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,, ,,,30.05,1402.479777,1051.610076,,,,,,,2.67,124.6130118,93.43756749,11,Green India Building Systems and Services Pvt. Ltd.Chandrakiran Mallarapu47.1382554,1,Green India Building Systems and Services Pvt. Ltd.Chandrakiran Mallarapu47.138255440886,1,1174,,,,,,,,
VCC,Mubble Networks Pvt. Ltd.,Technology,Software & Computer Services,Software and Internet Services,2013,1,Chandramouli Janakiraman,,,,,,http://www.business-standard.com/article/companies/no-external-trigger-behind-my-resignation-chandramouli-janakiraman-114051301238_1.html,http://www.business-standard.com/article/companies/no-external-trigger-behind-my-resignation-chandramouli-janakiraman-114051301238_1.html,,,,,,,,,,,,,,,,,Angel,Angel,0.31,19.8872696,19.8872696,0.31,19.8872696,19.8872696,Seed,Pre-Seed,2/25/2015,03-03-2015,3.98970399,3.99,7.77,498.4647896,498.4647896,Bengaluru,Bengaluru,,,http://www.mubble.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.77,498.4647896,498.4647896,1,Mubble Networks Pvt. Ltd.Chandramouli Janakiraman19.8872695975104,1,Mubble Networks Pvt. Ltd.Chandramouli Janakiraman19.887269597510442060,1,75,,,,,,,,
VCC,Cloudcherry Analytics Pvt. Ltd.,Technology,Software & Computer Services,Software and Internet Services,2013,1,Chandrasekar Kandasamy,,,,,,https://in.linkedin.com/in/chandrasekar-kandasamy-71526948,https://in.linkedin.com/in/chandrasekar-kandasamy-71526948,,,,,,,,,,,,,,,,,Angel,Angel,,,,0.61,39.13301437,39.13301437,Seed,Seed,05-11-2015,07-11-2015, , ,,,,Chennai,Chennai,,,http://www.getcloudcherry.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,17,Cloudcherry Analytics Pvt. Ltd.Chandrasekar Kandasamy39.1330143692946,1,Cloudcherry Analytics Pvt. Ltd.Chandrasekar Kandasamy39.133014369294642135,1,219,,,,,,,,
VCC,Ideope Media Pvt. Ltd.,Consumer services,Media,"Media, advertising and Gaming",2014,1,Chandrashekhar Chandu Sohoni,,,,,,https://in.linkedin.com/in/chandrashekhar-chandu-sohoni-6866373,https://in.linkedin.com/in/chandrashekhar-chandu-sohoni-6866373,,,,,,,,,,,,,,,,,Angel,Angel,,,,,,,Venture Capital,,12/16/2015,, , ,,,,Delhi,NCR,,,http://inc42.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,14,Ideope Media Pvt. Ltd.Chandrashekhar Chandu Sohoni,1,Ideope Media Pvt. Ltd.Chandrashekhar Chandu Sohoni42354,1,-134,,,,,,,,
Deal Curry,GREX Alternative Investments Market Private Limited,Consumer goods,automobile and parts,Others,,2,Chandru Badrinarayanan,,,,,,https://in.linkedin.com/in/chandru-badrinarayanan-6b9b954,https://in.linkedin.com/in/chandru-badrinarayanan-6b9b954,,,,,,,,,,,,,,,,,Angel,Angel,0.216666667,13.89970456,13.89970456,0.65,41.69911367,41.69911367,Seed,Seed,08-04-2015,, , ,,,,Pune,Pune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,GREX Alternative Investments Market Private LimitedChandru Badrinarayanan41.6991136721992,1,GREX Alternative Investments Market Private LimitedChandru Badrinarayanan41.699113672199242220,1,1,1,1,,,,,,
TrakIn,Grex,Financials,Financial Services,Fin-Tech and Payments,,2,Chandru Badrinarayanan,,,,,,https://in.linkedin.com/in/chandru-badrinarayanan-6b9b954,https://in.linkedin.com/in/chandru-badrinarayanan-6b9b954,,,,,,,,,,,,,,,,,Angel,Angel,0.325,20.84955684,20.84955684,0.65,41.69911367,41.69911367,Seed Funding,Seed,08-05-2015,, ,,,,,Pune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,GrexChandru Badrinarayanan41.6991136721992,1,GrexChandru Badrinarayanan41.699113672199242221,1,-831,,,,,,,,
VCC,Sara Cotton Fibers Pvt. Ltd.,Consumer goods,Food and beverage,Others,2010,6,Chandu Nair,,Chennai,Yes,,,,,,,,,,FALSE,FALSE,Chennai,FALSE,FALSE,,,,,,,Angel,Angel,,,,,,,Seed,,4/26/2013,07-12-2013, ,19.19191919,,,,Coimbatore,Coimbatore,Tamil Nadu,,http://www.saracotton.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,2,Sara Cotton Fibers Pvt. Ltd.Chandu Nair,1,Sara Cotton Fibers Pvt. Ltd.Chandu Nair41390,1,395,395,395,3,Sara Cotton Fibers Pvt. Ltd.2010,,,,
VCC,Kaalbi Technologies Pvt. Ltd.,Technology,Software & Computer Services,Software and Internet Services,2014,6,Chandu Nair,,Chennai,Yes,,,,,,,,,,FALSE,FALSE,Chennai,FALSE,FALSE,,,,,,,Angel,Angel,0.023333333,1.423976078,1.35064131,0.14,8.543856466,8.103847858,Seed,Pre-Seed,5/26/2014,11-10-2014,1.944444444,11.66666667,1.2,73.23305542,69.46155307,Bengaluru,Bengaluru,Karnataka,,http://www.shieldsquare.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,,,,,,,,1.2,73.23305542,69.46155307,8,Kaalbi Technologies Pvt. Ltd.Chandu Nair8.54385646610169,1,Kaalbi Technologies Pvt. Ltd.Chandu Nair8.5438564661016941785,1,0,0,0,12,Kaalbi Technologies Pvt. Ltd.2014,,,,
VCC,Kaalbi Technologies Pvt. Ltd.,Technology,Software & Computer Services,Software and Internet Services,2014,6,Chandu Nair,,Chennai,Yes,,,,,,,,,,FALSE,FALSE,Chennai,FALSE,FALSE,,,,,,,Angel,Angel,,,,0.48,29.29322217,27.78462123,Seed,Pre-Seed,5/26/2014,11-10-2014, ,16.04696673,,,,Bengaluru,Bengaluru,Karnataka,,http://www.shieldsquare.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,8,Kaalbi Technologies Pvt. Ltd.Chandu Nair29.2932221694915,1,Kaalbi Technologies Pvt. Ltd.Chandu Nair29.293222169491541785,1,113,113,113,12,Kaalbi Technologies Pvt. Ltd.2014,,,,
VCC,Bodhi Brands Pvt. Ltd.,Consumer services,Retail ,Internet Marketplace and eCommerce,2012,6,Chandu Nair,,Chennai,Yes,,,,,,,,,,FALSE,FALSE,Chennai,FALSE,FALSE,,,,,,,Angel,Angel,,,,1.03,62.85837257,59.62116638,Seed,Seed,9/16/2014,11-03-2014, ,7.589285714,,,,Mumbai,Mumbai,Maharashtra,,http://www.velvetcase.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,35,Bodhi Brands Pvt. Ltd.Chandu Nair62.8583725720339,1,Bodhi Brands Pvt. Ltd.Chandu Nair62.858372572033941898,1,27,27,27,38,Bodhi Brands Pvt. Ltd.2012,,,,
Deal Curry,Shield Square,Technology,Software & Computer Services,Software and Internet Services,,6,Chandu Nair,,Chennai,Yes,,,,,,,,,,FALSE,FALSE,Chennai,FALSE,FALSE,,,,,,,Angel,Angel,0.04375,2.669955146,2.532452456,0.35,21.35964117,20.25961965,Seed,Pre-Seed,10/13/2014,, , ,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Shield SquareChandu Nair21.3596411652542,1,Shield SquareChandu Nair21.359641165254241925,1,210,210,210,9,Shield Square,,,,
VCC,Cloudcherry Analytics Pvt. Ltd.,Technology,Software & Computer Services,Software and Internet Services,2013,6,Chandu Nair,,Chennai,Yes,,,,,,,,,,TRUE,TRUE,Chennai,TRUE,TRUE,,,,,,,Angel,Angel,,,,0.61,39.13301437,39.13301437,Seed,Seed,05-11-2015,07-11-2015, , ,,,,Chennai,Chennai,Tamil Nadu,,http://www.getcloudcherry.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,17,Cloudcherry Analytics Pvt. Ltd.Chandu Nair39.1330143692946,1,Cloudcherry Analytics Pvt. Ltd.Chandu Nair39.133014369294642135,1,-210,,,17,Cloudcherry Analytics Pvt. Ltd.2013,,,,
Deal Curry,Shield Square,Technology,Software & Computer Services,Software and Internet Services,,2,Charan Padmaraju,,,,,,http://www.business-standard.com/article/companies/redbus-co-founder-sama-turns-angel-investor-115021200040_1.html,http://www.business-standard.com/article/companies/redbus-co-founder-sama-turns-angel-investor-115021200040_1.html,,,,,,,,,,,,,,,,,Angel,Angel,0.04375,2.669955146,2.532452456,0.35,21.35964117,20.25961965,Seed,Pre-Seed,10/13/2014,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Shield SquareCharan Padmaraju21.3596411652542,1,Shield SquareCharan Padmaraju21.359641165254241925,1,89,89,89,,,,,,
