ICB_industry,ICB_sector,accelaratorResult,accelerator,accleratorDate,businessModel,city,companyWebsite,dealInvestmentAmount,description,equityValuation,foundedDate,founderName,groupClassification,incubator,incubatorDate,incubatorResult,investmentStage,investorName,investorType,keyword,linkedinURL,roundDate,roundInvestmentAmount,roundInvestorCount,roundLeadInvestorType,roundValuation,source,stageClassification,startupClassification,startupName,startupStatus,state
,,,,,,,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"['Hyperlocal and Logistics', nan]",MAGHI'S COOKERY  ,Angel investment,
Consumer_goods,Food and beverage,,,,,New Delhi,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"['Consumer Products and Services', nan]",MAGIC FOODBOX,Angel investment,
Technology,Software & Computer Services,,,,B2C,Bengluru,,,"Moblie application with chat box feature for ordering groceries, paying phone and other utility bills, recharging your prepaid number, booking events",,,,"['Booking', nan, 'Online Grocery']",,,,,"['KRIS GOPALAKRISHNAN,OTHERS']",,"['Event Booking', 'Groceries', 'Mobile Application']",,"[Timestamp('1970-01-01 00:00:00.000042461'), NaT, NaT]","['6.2', nan, nan]","[nan, nan, nan]","['Angel Forum', nan, nan]","[nan, nan, nan]",VI,,"['Internet marketplace and eCommerce', 'Hyperlocal and Logistics']",MAGICX,Angel investment,Karnataka
Consumer_services,Travel and Leisure,,,,B2C,Faridabad,,,"Mobile allication for solutions to problems like traffic, parking, air pollution and fuel wastage by pooling two or more people",,,,"['Taxi Services, Automobile pooling & Travel', nan, nan]",,,,,[nan],,"['Moblie application  for car pooling', 'Bike Pooling', nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Startup Centre,,"['Hyperlocal and Logistics', 'Not required']",MAHAPOOL,Acceleration,Harayana
Technology,Software & Computer Services,,,,,,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"['Software and Internet Services', nan]",MAILSOC (MULTIMISE),Angel investment,
,,,,,,,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"['Software and Internet Services', nan]",MAJAAA.COM,Angel investment,
Technology,Software & Computer Services,,,,B2C,Pune,,,Gaming with learning experience for kids like maths and science. Fun learning with insightful reports,,1970-01-01 00:00:00.000002014,,"['Games and Gaming enablers', nan, nan]",,,,,['ANAND CHANDRASEKARAN'],,"['Gaming', nan, nan]",,"[Timestamp('1970-01-01 00:00:00.000042583'), NaT, NaT]","['1.28', nan, nan]","[3.0, nan, nan]","['Angel Investors', nan, nan]","[nan, nan, nan]",VI,,"['Media, Advertising and Gaming', nan]",MAKKAJAI,Angel investment,Maharashtra
,,,,,,,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"['Consumer products and services', nan]",MANYE TECHNOLOGIES . ,Angel investment,
Healthcare,Healthcare,,,,B2C,Hyderbad,,,"Provide preventive personalized healthcare diagnostics and solution that is predictive and preventive. Healthcare, Genetics and health diagnostics",,1970-01-01 00:00:00.000002012,,"['Diagnostics', nan, nan]",,,,,"['RAJAN ANANDAN,OTHERS']",,"['Healthcare', 'Personal Care', 'Doctor and Diagnostics']",,"[Timestamp('1970-01-01 00:00:00.000042064'), NaT, NaT]","['7', nan, nan]","[4.0, nan, nan]","['Angel Investors', nan, nan]","[nan, nan, nan]",VI,,"['Health-Tech', 'Not required']",MAPMYGENOME,Angel investment,Telangana
Consumer_services,Retail,,,,,,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"['Consumer Products and Services', nan]",MARIO ONLINE SERVICES LLP,Angel investment,
,,,,,,,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"['Software and Internet Services', nan]",MARKEFFY TECHNOLOGIES .  (JIFFIE),Angel investment,
,,,,,,Mumbai,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"[nan, nan]",MARRILY,Angel investment,
,,,,,,,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"['Hyperlocal and logistics', nan]",MARUTI 3PL . ,Angel investment,
Consumer_goods,personal and household goods,,,,B2C,Kolkata,,,Energy saver AC production and sale,,,,"['TV, Appliances Electronics', nan, nan]",,,,,[nan],,"['AC Sale', 'Energy Solutions', nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Startup Centre,,"['Internet marketplace and eCommerce', nan]",MAS,Acceleration,West Bengal
Consumer_services,Retail,,,,B2C,,,,"Massiv is an interactive content platform , market place for retailers to sell their products.",,,,"['Marketplace', nan, nan]",,,,,[nan],,"['Online Marketplace', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",IITM,,"['Internet marketplace and eCommerce', nan]",MASSIV,,
,,,,,,,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"['Health-Tech', nan]",MASTERS SOLUTIONS,Angel investment,
,,,,,,,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"['Software and Internet Services', nan]",MATCHBOT,Angel investment,
Technology,Software & Computer Services,,,,B2C,Hyderabad,,,"Matchbox is a closet organiser for Men & Women, it helps to virtual organise   Tops, bottoms, accessories & footwear such that users can easily mix-match and create outfits. ",,,,"['Event Management', nan, nan]",,,,,[nan],,"['Closet-organiser', 'Mix-match', nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Consumer Products and Services', nan]",MATCHBOX,Incubation,Telangana
,,,,,,,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"['Internet marketplace and eCommerce', nan]",MAVENSOUK WEB SERVICES,Angel investment,
Technology,Software & Computer Services,,,,B2C,,,,The startup plans to develop compact and cost effective pollution monitoring stations by means of which pollution levels across a geographical area is recorded and this data is analyzed by their machine learning algorithm .,,,,"['Pollution monitoring', nan, nan]",,,,,[nan],,"['Pollution monitoring stations', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",IITM,,"['Clean Technology', 'Not required']",MAVRK,Prototype,
Technology,Software & Computer Services,,,,B2C,Chennai,,,The start-up builds an intelligent software integrated with a smart network of devices which enable industries to gain complete control over ground operations and complex processes.,,,,"['Engineering Consultancy', nan, nan]",IIT-M,,,,[nan],,"['Software integrated with smart devices', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",IITM,,"['Industrial and Business Products and Services', 'Not required']",MAXIML LABS,Incubation,Tamil Nadu
Healthcare,Healthcare,,,,B2C,Bengaluru,,,Healthcare mobile application for women. Specialized in  menstrual problems and pregnancy. Women health tracker.,,,,"['Paramedical services', nan, nan]",,,,,['RAJAN ANANDAN'],,"['Healthcare', nan, nan]",,"[Timestamp('1970-01-01 00:00:00.000042644'), NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","['Angel Investors', nan, nan]","[nan, nan, nan]",VI,,"['Health-Tech', 'Not required']",MAYA,Angel investment,Karnataka
Consumer_goods,personal and household goods,,,,B2C,Bengaluru,,,"Production and sale of personal care products, Caffeine infused personal care brand.",,,,"['Fashion', nan, nan]",,,,,"['NAVJOT SINGH SAINI,PRANAY JIVRAJKA,KRISHNA MEHRA,KAUSHAL AGGARWAL,HARMINDER SAHNI']",,"['Personal Care Products', nan, nan]",,"[Timestamp('1970-01-01 00:00:00.000042705'), NaT, NaT]","['2', nan, nan]","[5.0, nan, nan]","['Angel Investors', nan, nan]","[nan, nan, nan]",VI,,"['Internet marketplace and eCommerce', 'Not required']",MCAFFEINE,Angel investment,Karnataka
Consumer_services,Retail,,,,B2C,Erode,,,Mobile application for hiring mechanic for car,,,,"['Automobiles & Auto Parts services', nan, nan]",,,,,['NATIVE ANGELS NETWORK'],,"['Maintainance and services', 'Hiring Professional', nan]",,"[Timestamp('1970-01-01 00:00:00.000042217'), NaT, NaT]","['0.2', nan, nan]","[nan, nan, nan]","['Angel Forum', nan, nan]","[nan, nan, nan]",VI,,"['Consumer Products and Services', 'Not required']",MECHANICAPP,Angel investment,Tamil Nadu
Healthcare,Healthcare,,,,B2C,Mumbai,,,"Web-based marketplace for diagnostic services and procedures. It helps its users choose the best labs and hospitals for booking medical procedures at discounts ranging. Healthcare delivery, preventive and predictive healthcare.",,1970-01-01 00:00:00.000002015,,"['Diagnostics', nan, nan]",,,,,['AJEET KHURANA'],,"['Healthcare', 'Medicine delivery', 'Doctor and Diagnostics']",,"[Timestamp('1970-01-01 00:00:00.000042278'), NaT, NaT]","[nan, nan, nan]","[1.0, nan, nan]","['Angel Investors', nan, nan]","[nan, nan, nan]",VI,,"['Health-Tech', 'Not required']",MEDD,Angel investment,Maharashtra
Consumer_services,Media,,,,,,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"['Media, Advertising and Gaming', nan]",MEDIA LOUNGE . ,Angel investment,
Consumer_services,Retail,,,,,,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"['Consumer Products and Services', nan]",MEDITIMES.IN,Angel investment,
,,,,,,,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"['Health-Tech', nan]",MEDREACH,Angel investment,
Healthcare,Healthcare,,,,,,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"['Health-Tech', nan]",MEDVERVE HEALTHCARE  ,Angel investment,
Healthcare,Healthcare,,,,B2C,New Delhi,,,"Online platform that connects its users with healthcare facilities and services. It enables its users to buy medicine and supplements, book healthcare and daily supplements, book appointments based on recommendations, and book doctors nearby.",,,,"['Clinics, Hospitals, and Health Care Providers ', nan, nan]",,,,,['AM SIKANDER'],,"['Healthcare', 'Medical facilties and services', 'Doctor and Diagnostics']",,"[Timestamp('1970-01-01 00:00:00.000042430'), NaT, NaT]","['0.29', nan, nan]","[1.0, nan, nan]","['Angel Investors', nan, nan]","[nan, nan, nan]",VI,,"['Health-Tech', 'Not required']",MEDZIN,Angel investment,
Technology,Software & Computer Services,,,,B2C,,,,MIMC is used to increase the data storage capacity of the phone(including IPhones ).,,,,"['Cloud Infrastructure', nan, nan]",,,,,[nan],,"['Software solutions to increase data storage', 'Data storage', nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",IITM,,"['Software and Internet Services', 'Not required']",MEMORY INCREASING MOBILE COVER(MIMC),Business Plan,
,,,,,,,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"['Consumer Products and Services', nan]",MERAGROCER,Angel investment,
Consumer_services,Retail,,,,,,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"['Edu-Tech', nan]",MERCADEO EDUCATION  ,Angel investment,
Consumer_services,Retail,,,,,,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"['Edu-Tech', nan]",METAMORPHOSIS LIFESKILLS  ,Angel investment,
,,,,,,,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"['Health-Tech', nan]",MEVINOR,Angel investment,
Consumer_services,Retail,,,,,,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"['Consumer Products and Services', nan]",MIC & MAC ENGG.WORKS,Angel investment,
,,,,,,,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"['Health-Tech', nan]",MICROGO (DR. RACHNA DAVE),Angel investment,
Consumer_services,Retail,,,,,,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"['Edu-Tech', nan]",MICROMBA EDUCATION  ,Angel investment,
,,,,,,,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"['Hyperlocal and logistics', nan]",MILLETS N CEREALS FOOD PRODUCTS,Angel investment,
Consumer_services,Retail,,,,,,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"['Internet marketplace and eCommerce', nan]",MILLRICE ENTERPRISES,Angel investment,
,,,,,,,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"[nan, nan]",MINANCE,Angel investment,
Consumer_services,Retail,,,,,,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"['Edu-Tech', nan]",MINDKEY 180 DEGREES,Angel investment,
Technology,Software & Computer Services,,,,B2C,New Delhi,,,Mobile applications for gaming and weather information. Now working on infotainment,,,,"['Games and Gaming enablers', nan, nan]",,,,,[nan],,"['Mobile Application', 'Gaming', 'News']",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Startup Centre,,"['Media, Advertising and Gaming', 'Not required']",MINICLIP.COM,Acceleration,
,,,,,,,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"['Media, Advertising and Gaming', nan]",MINTIFIED,Angel investment,
Financials,Real estate,,,,,,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"['Fin-Tech and Payments', nan]",MIRACLE SOLUTIONS (JOYAPPA),Angel investment,
Financials,Financial services,,,,,,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"['Fin-Tech and Payments', nan]",MOBISWIPE TECHNOLOGIES  ,Angel investment,
,,,,,,,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"[nan, nan]",MOBIWEB,Angel investment,
Technology,Software & Computer Services,,,,B2C,Bengaluru,,,"User Engagement platform, that helps internet companies engage users and drive conversions through personalized interactions across channels like push notifications (across app and web), in-app messaging and emails.",,1970-01-01 00:00:00.000002014,,"['Communication services', nan, nan]",,,,,"['ANAND CHANDRASEKARAN', 'RAGHUNANDAN G,KUNAL BAHL,ROHIT BANSAL,OTHERS']",,"['Marketing and Branding', nan, nan]",,"[Timestamp('1970-01-01 00:00:00.000042248'), Timestamp('1970-01-01 00:00:00.000042705'), NaT]","['27.4', 'Angel Investors', nan]","[nan, nan, nan]","['Venture Capitalist', nan, nan]","[nan, nan, nan]",VI,,"['Software and Internet Services', nan]",MOENGAGE,VC Funded,Karnataka
Technology,Technology Hardware & Equipment,,,,,Chennai,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"['Consumer Products and Services', nan]",MOLAPPY,Angel investment,
,,,,,,,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"[nan, nan]",MONEXO,Angel investment,
Consumer_services,Retail,,,,,,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"['Media, Advertising and Gaming', nan]",MONKEYMA,Angel investment,
,Retail,,,,,,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"['Others', nan]",MONKVYASA,Angel investment,
Industrials,Industrial goods and services,,,,B2C,New Delhi,,,"Cargo logistics on mobile app and hailing a truck. Connects mini-truck drivers and users through technology to provide a convenient and efficient freight service. Aggregator mini-trucks. By providing access to large pool of customers, MOOVO is ensuring lesser idle time for drivers onboard, and thus boosting their income. With a standardized and economical pricing, our customers do not need to haggle for the rates with the drivers anymore.",,1970-01-01 00:00:00.000002014,,"['Delivery services and logistics', nan, nan]",,,,,"['VIKRAM CHACHRA,OTHERS']",,"['Delivery Services ', 'Packers and Movers', nan]",,"[Timestamp('1970-01-01 00:00:00.000042095'), NaT, NaT]","[nan, nan, nan]","[7.0, nan, nan]","['Angel Investors', nan, nan]","[nan, nan, nan]",VI,,"['Hyperlocal and Logistics', nan]",MOOVO,Angel investment,
,,,,,,,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"['Hyperlocal and Logistics', nan]",MORISH GROUP,Angel investment,
Consumer_services,Retail,,,,B2C,Mumbai,,,"Mobile app based vehicle maintenance startup. Wheels to steering, accelerators to bumpers, spoilers to handlebars, are maintained and serviced.",,1970-01-01 00:00:00.000002015,,"['Automobiles & Auto Parts services', nan, nan]",,,,,['VENTES AVENUES'],,"['Maintainance and services', nan, nan]",,"[Timestamp('1970-01-01 00:00:00.000042461'), NaT, NaT]","['0.41', nan, nan]","[nan, nan, nan]","['Venture Capitalist', nan, nan]","[2.0800000000000001, nan, nan]",VI,,"['Consumer Products and Services', 'Not required']",MOTOMOJO,Angel investment,Maharashtra
Consumer_services,Travel and Leisure,,,,,,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"['Consumer Products and Services', nan]",MOVE INDIA,Angel investment,
,,,,,,,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"['Technology', nan]","MOXITER, INC.",Angel investment,
Technology,Software & Computer Services,,,,B2C,Bengaluru,,,"MPeers enables an individual or a Business to create an online contact point (chat URL), where they can be reached for a chat and share this online in any websites, social networking sites, blogs or any other forums of user interaction.",,,,"['Connect to Professionals', nan, nan]",,,,,[nan],,"['Professional networking', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Social Platforms', nan]",MPEERS,Incubation,Karnataka
Consumer_goods,Food and beverage,,,,,,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"['Consumer Products and Services', nan]",MR HOT FOODS,Angel investment,
Technology,Software & Computer Services,,,,,,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"['Software and Internet Services', nan]",MRINAL MONDAL,Angel investment,
,,,,,,,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"['Internet marketplace and eCommerce', nan]",MRPL,Angel investment,
Financials,Financial services,,,,B2C,Mumbai,,,"Secure mobile POS solution that works with smartphones, tablets, computers, and links to bank account. Mobile swiper is the only solution which enables feature phones to be used as a mobile POS today.",,1970-01-01 00:00:00.000002011,,"['Payments and Wallet', nan, nan]",,,,,"['DEEPAK SHAHDADPURI,OTHERS']",,"['Payment Solutions', nan, nan]",,"[Timestamp('1970-01-01 00:00:00.000042186'), NaT, NaT]","['160', nan, nan]","[nan, nan, nan]","['Venture Capitalist', nan, nan]","[nan, nan, nan]",VI,,"['Fin-Tech and Payments', 'Not required']",MSWIPE TECHNOLOGIES,VC Funded,Maharashtra
Consumer_services,Retail,,,,B2C,Pune,,,Online Puja services for marriages funeral housewarming and religious services.,,1970-01-01 00:00:00.000002014,,"['Specialized Consumer Services', nan, nan]",,,,,['VAIBHAV DOMKUNDWAR'],,"['Religious Services', 'Religious services', nan]",,"[Timestamp('1970-01-01 00:00:00.000042644'), NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","['Angel Investors', nan, nan]","[nan, nan, nan]",VI,,"['Consumer Products and Services', 'Not required']",MUHURTMAZA,Angel investment,Maharashtra
Technology,Software & Computer Services,,,,,,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"['Software and Internet Services', nan]",MULTIMISE,Angel investment,
Consumer_services,Retail,,,,,New Delhi,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"['Consumer Products and Services', nan]",MUMPA,Angel investment,
,,,,,,,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"['Consumer products and services', nan]",MUSTARD CLOTHING COM  ,Angel investment,
,,,,,,,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"['Health-Tech', nan]",MY MEDICINE BOX,Angel investment,
Technology,Software & Computer Services,,,,B2C,Bengaluru,,,"My Problem Is, a platform that connects counsellors to youngsters. ",,,,"['Connect to Professionals', nan, nan]",,,,,[nan],,"['Connects counsellors to youngsters', nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Start up Centre,,"['Social Platforms', nan]",MY PROBLEM,Incubation,Karnataka
Industrials,Industrial goods and services,,,,B2B2C,Gurgaon,,,"A legal tech company, with a mission to make legal simple, efficient and transparent for both clients and lawyers. Our vision is to create the single largest legal community enabling lawyers, law firms, individuals and startups/SMEs to connect and collaborate.",,1970-01-01 00:00:00.000002015,,"['Professional Services', nan, nan]",,,,,['CALCUTTA ANGELS'],,"['Legal and Compliance', 'Lawyers ', nan]",,"[Timestamp('1970-01-01 00:00:00.000042705'), NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","['Angel Forum', nan, nan]","[nan, nan, nan]",VI,,"['Industrial and Business Products and Services', nan]",MYADVO,Angel investment,Haryana
Consumer_goods,automobile and parts,,,,B2C,Chennai,,,"Online car spare parts and accessories sale, deliver and installation",,,,"['Car Motorbike Industrial', nan, 'Automobiles & Auto Parts services']",,,,,[nan],,"['Maintainance and services', 'Automobile Parts', nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",Startup Centre,,"['Internet marketplace and eCommerce', 'Consumer Products and Services']",MYCARADDON.COM,Acceleration,Tamil Nadu
,,,,,,,,,,,,,"[nan, nan, nan]",,,,,[nan],,"[nan, nan, nan]",,"[NaT, NaT, NaT]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",TCA,,"['Consumer products and services', nan]",MYCITYMALL,Angel investment,
